,date,individual,class,class_label,performance_measure,metricName,result,model_label
2552,2021-02-11,https://identifiers.org/ito:ITO_iZ2godxj6MIvDYURo,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86,NFNet-F5 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
2560,2020-10-28,https://identifiers.org/ito:ITO_iZC8KGfrZW0xkcyQn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.4,"TinyNet (GhostNet) model in \'Model Rubik\'s Cube: Twisting Resolution, Depth and Width for TinyNets\'"
2568,2021-04-26,https://identifiers.org/ito:ITO_iZefDdHGlW1Glch6V,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.5,Visformer-S model in \'Visformer: The Vision-friendly Transformer\'
2576,2020-11-30,https://identifiers.org/ito:ITO_ihjcfWmNb8CY8XhiH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.13,"ResNeXt-101, 64x4d, S=2(224px) model in \'Towards Better Accuracy-efficiency Trade-offs: Divide and Co-training\'"
2584,2021-02-11,https://identifiers.org/ito:ITO_ihNIRNgdCWRwSTWn5,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.6,NFNet-F0 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
2592,2018-05-02,https://identifiers.org/ito:ITO_ii2PHkuCkjTcWWZ6I,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.2,ResNeXt-101 32x8d model in \'Exploring the Limits of Weakly Supervised Pretraining\'
2600,2019-07-22,https://identifiers.org/ito:ITO_iiClYopTzJijwF6mY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,75.8,MixNet-S model in \'MixConv: Mixed Depthwise Convolutional Kernels\'
2608,2017-07-06,https://identifiers.org/ito:ITO_iid8KXuvwUWcxHvQH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.66,DPN-92 (320x320) model in \'Dual Path Networks\'
2616,2021-06-04,https://identifiers.org/ito:ITO_iigVoLHNovygtLaNj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,75,"ResNet-34 (X-volution, stage3) model in \'X-volution: On the unification of convolution and self-attention\'"
2624,2017-07-06,https://identifiers.org/ito:ITO_iTASDI2qkga5jY6en,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.96,"DPN-92 (320x320, Mean-Max Pooling) model in \'Dual Path Networks\'"
2632,2021-04-22,https://identifiers.org/ito:ITO_ipRHOS7PzhBMo5xsm,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.4,LV-ViT-L model in \'All Tokens Matter: Token Labeling for Training Better Vision Transformers\'
2640,2019-12-24,https://identifiers.org/ito:ITO_iq0US43GcEFSZNcrC,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,87.54,BiT-L (ResNet) model in \'Big Transfer (BiT): General Visual Representation Learning\'
2648,2021-05-04,https://identifiers.org/ito:ITO_iqhruYsAqkZsq2RoN,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,87.94,Mixer-H/14 (JFT-300M pre-train) model in \'MLP-Mixer: An all-MLP Architecture for Vision\'
2656,2021-01-27,https://identifiers.org/ito:ITO_iqJFFKgFh3qiEa5xJ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.4,SENet-50 model in \'Bottleneck Transformers for Visual Recognition\'
2664,2021-04-01,https://identifiers.org/ito:ITO_iqL8jOq8nnrEhJ9CX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.1,EfficientNetV2-M (21k) model in \'EfficientNetV2: Smaller Models and Faster Training\'
2672,2021-06-07,https://identifiers.org/ito:ITO_iqXRTRb8Vke46SYwz,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,77.9,ViTAE-6M model in \'ViTAE: Vision Transformer Advanced by Exploring Intrinsic Inductive Bias\'
2680,2019-08-16,https://identifiers.org/ito:ITO_ir7ob2S7mm79VMrHe,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,76.3,SCARLET-B model in \'SCARLET-NAS: Bridging the gap between Stability and Scalability in Weight-sharing Neural Architecture Search\'
2688,2021-04-28,https://identifiers.org/ito:ITO_iZESAbmgGl84UIQY4,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.7,Twins-SVT-L model in \'Twins: Revisiting the Design of Spatial Attention in Vision Transformers\'
2696,2021-05-26,https://identifiers.org/ito:ITO_iZoS39B4ToHIzm7qn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.3,Transformer local-attention (NesT-S) model in \'Aggregating Nested Transformers\'
2704,2021-06-10,https://identifiers.org/ito:ITO_iZVKVy9SK9jpFkIyL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,88.08,VIT-H/14 model in \'Scaling Vision with Sparse Mixture of Experts\'
2712,2019-11-11,https://identifiers.org/ito:ITO_ilhl3r98Tb4SyMEco,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.9,NoisyStudent (EfficientNet-B7) model in \'Self-training with Noisy Student improves ImageNet classification\'
2720,2019-06-14,https://identifiers.org/ito:ITO_iljxkF0Xw3NBE4hSu,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.8,FixResNet-50 CutMix model in \'Fixing the train-test resolution discrepancy\'
2728,2021-03-25,https://identifiers.org/ito:ITO_illJ3V9ns2U7QnQtf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86,"Swin-B (384 res, ImageNet-22k pretrain) model in \'Swin Transformer: Hierarchical Vision Transformer using Shifted Windows\'"
2736,2020-06-18,https://identifiers.org/ito:ITO_ilv8g3JAcSukQoC8d,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.1,ResNet200_vd_26w_4s_ssld model in \'Semi-Supervised Recognition under a Noisy and Fine-grained Dataset\'
2744,2019-03-26,https://identifiers.org/ito:ITO_ilzZ8QAI33NYGgsoR,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.47,SRM-ResNet-101 model in \'SRM : A Style-based Recalibration Module for Convolutional Neural Networks\'
2752,2017-04-23,https://identifiers.org/ito:ITO_iehqznk8lEcib8xW8,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.5,Attention-92 model in \'Residual Attention Network for Image Classification\'
2760,2019-11-11,https://identifiers.org/ito:ITO_ieK8OpujO13Ltpg43,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.4,NoisyStudent (EfficientNet-B6) model in \'Self-training with Noisy Student improves ImageNet classification\'
2768,2019-12-07,https://identifiers.org/ito:ITO_ieLM3AhX3RMuJl8pa,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,74.4,DY-MobileNetV2 ×1.0 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
2776,2014-09-04,https://identifiers.org/ito:ITO_ier1zMK9pioGxvVyb,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,74.5,VGG-19 model in \'Very Deep Convolutional Networks for Large-Scale Image Recognition\'
2784,2021-02-17,https://identifiers.org/ito:ITO_iiKZH2aJRaiqM4ZSl,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,84.3,LambdaResNet200 model in \'LambdaNetworks: Modeling Long-Range Interactions Without Attention\'
2792,2019-06-23,https://identifiers.org/ito:ITO_iiMwhY82pEbG5Io4I,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,75.9,DenseNAS-A model in \'Densely Connected Search Space for More Flexible Neural Architecture Search\'
2800,2018-05-02,https://identifiers.org/ito:ITO_iinVHqzFUoWlwofDK,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.4,ResNeXt-101 32x48d model in \'Exploring the Limits of Weakly Supervised Pretraining\'
2808,2019-02-14,https://identifiers.org/ito:ITO_iiwcyDqAQRhyc0ITq,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,68.29,Graph-RISE (40M) model in \'Graph-RISE: Graph-Regularized Image Semantic Embedding\'
2816,2021-06-02,https://identifiers.org/ito:ITO_ij2sgqloYp77iuKOE,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.7,Container model in \'Container: Context Aggregation Network\'
2824,2020-05-12,https://identifiers.org/ito:ITO_ij80F0YDhYWxNKWZF,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.5,NAT-M4 model in \'Neural Architecture Transfer\'
2832,2020-03-31,https://identifiers.org/ito:ITO_ijEIKhVrW5rBcCat3,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,76.6,MUXNet-l model in \'MUXConv: Information Multiplexing in Convolutional Neural Networks\'
2840,2021-03-29,https://identifiers.org/ito:ITO_ijfNOHiL1l4qR4Rmf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83,CvT-13 (384 res) model in \'CvT: Introducing Convolutions to Vision Transformers\'
2848,2019-04-10,https://identifiers.org/ito:ITO_irczfG4KuwUPZ2ral,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.9,Oct-ResNet-152 (SE) model in \'Drop an Octave: Reducing Spatial Redundancy in Convolutional Neural Networks with Octave Convolution\'
2856,2019-04-25,https://identifiers.org/ito:ITO_irf0OUpSyHprfxdb3,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,75.7,LR-Net-26 model in \'Local Relation Networks for Image Recognition\'
2864,2013-11-12,https://identifiers.org/ito:ITO_irGEK2nkxgIpEPggm,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,62.5,"ZFNet (1 convnet, 512,1024,512 maps) model in \'Visualizing and Understanding Convolutional Networks\'"
2872,2021-01-27,https://identifiers.org/ito:ITO_is2OCF8vbBhv40jYG,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.8,BoTNet T4 model in \'Bottleneck Transformers for Visual Recognition\'
2880,2019-02-14,https://identifiers.org/ito:ITO_imELuByrDhyOBoHhC,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.6,MultiGrain PNASNet (400px) model in \'MultiGrain: a unified image embedding for classes and instances\'
2888,2021-06-03,https://identifiers.org/ito:ITO_imMZQbcIjM74Cg2uP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.9,DynamicViT-LV-M/0.8 model in \'DynamicViT: Efficient Vision Transformers with Dynamic Token Sparsification\'
2896,2021-06-24,https://identifiers.org/ito:ITO_imNUa6E3pto5gHSTu,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86,VOLO-D2 model in \'VOLO: Vision Outlooker for Visual Recognition\'
2904,2021-03-19,https://identifiers.org/ito:ITO_imR78ygnMQVtBmrJv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.3,ConViT-S model in \'ConViT: Improving Vision Transformers with Soft Convolutional Inductive Biases\'
2912,2019-05-01,https://identifiers.org/ito:ITO_imTr2Q2DykbvGm65q,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,77.6,ResNet-50 (Fast AA) model in \'Fast AutoAugment\'
2920,2021-02-11,https://identifiers.org/ito:ITO_imwMY38wUaYzeFg6T,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,88.64,ALIGN (EfficientNet-L2) model in \'Scaling Up Visual and Vision-Language Representation Learning With Noisy Text Supervision\'
2928,2019-07-22,https://identifiers.org/ito:ITO_imwNd4XE4jKqcVkt7,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.9,MixNet-L model in \'MixConv: Mixed Depthwise Convolutional Kernels\'
2936,2019-04-20,https://identifiers.org/ito:ITO_inP1RcrRiKcSrAGyu,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.18,ScaleNet-101 model in \'Data-Driven Neuron Allocation for Scale Aggregation Networks\'
2944,2021-03-31,https://identifiers.org/ito:ITO_ijHtFBWDTUFlz4mXN,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.4,CAIT-S-36 model in \'Going deeper with Image Transformers\'
2952,2021-06-24,https://identifiers.org/ito:ITO_ijKwTCcgTeY61volS,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,87.1,VOLO-D5 model in \'VOLO: Vision Outlooker for Visual Recognition\'
2960,2019-11-11,https://identifiers.org/ito:ITO_ijvMXEyVLn4lAjJWe,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,88.4,NoisyStudent (EfficientNet-L2) model in \'Self-training with Noisy Student improves ImageNet classification\'
2968,2019-12-10,https://identifiers.org/ito:ITO_ik6DBhzqhQ4jEbije,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79,SpineNet-143 model in \'SpineNet: Learning Scale-Permuted Backbone for Recognition and Localization\'
2976,2019-04-10,https://identifiers.org/ito:ITO_ikcnqFa0aAFLl6FZN,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.3,EfficientNet-B0 (CondConv) model in \'CondConv: Conditionally Parameterized Convolutions for Efficient Inference\'
2984,2021-03-31,https://identifiers.org/ito:ITO_ikFP9a3bFSogzmcTu,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.1,CAIT-M-36 model in \'Going deeper with Image Transformers\'
2992,2021-03-30,https://identifiers.org/ito:ITO_ikuV1C581DuIxxkdH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,84,PiT-B model in \'Rethinking Spatial Dimensions of Vision Transformers\'
3000,2021-04-28,https://identifiers.org/ito:ITO_is39NmCn0d7xWI582,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,75.5,"PAWS (ResNet-50, 10% labels) model in \'Semi-Supervised Learning of Visual Features by Non-Parametrically Predicting View Assignments with Support Samples\'"
3008,2021-03-23,https://identifiers.org/ito:ITO_is3aYKRlSMjjuaQH8,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.2,BossNet-T1+ model in \'BossNAS: Exploring Hybrid CNN-transformers with Block-wisely Self-supervised Neural Architecture Search\'
3016,2021-06-09,https://identifiers.org/ito:ITO_isDzmv8R3zQTvLxRA,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.9,Conv+TFM (CoAtNet-0) model in \'CoAtNet: Marrying Convolution and Attention for All Data Sizes\'
3024,2019-06-14,https://identifiers.org/ito:ITO_isJETnzUqTxkWenZL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.7,FixPNASNet-5 model in \'Fixing the train-test resolution discrepancy\'
3032,2019-08-12,https://identifiers.org/ito:ITO_isjZblsumWzhinRoh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,76.64,LIP-DenseNet-BC-121 model in \'LIP: Local Importance-based Pooling\'
3040,2019-10-08,https://identifiers.org/ito:ITO_isRx9P6p4aHl9kj9I,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.92,ECA-Net (ResNet-152) model in \'ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks\'
