benchmark_parent_label,first_date,n_variant,n_row_sum,n_row_min,n_row_max,n_row_mean,n_unique_paper_sum,n_paper_min,n_paper_max,n_paper_mean,n_tasks,tasks,url
VITON,2021-02-16,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Virtual Try-on'},https://paperswithcode.com/dataset/viton
VIRAT Ground 2.0,2014-06-27,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Action Recognition'},
TRAF,2018-12-12,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Trajectory Prediction'},
University-1652,2020-02-27,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'Drone-view target localization', 'Drone navigation'}",https://paperswithcode.com/dataset/university-1652
YUP++,2019-12-10,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Scene Recognition'},https://paperswithcode.com/dataset/yup
Sine,2020-07-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuously Indexed Domain Adaptation'},
Town05 Short,2021-04-19,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Autonomous Driving'},
UCFSports,2020-12-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Video Saliency Detection'},
RobotCar Seasons v2,2021-03-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Localization'},
Reuters En-Fr,2021-03-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Partially View-aligned Multi-view Learning'},
cartpole.swingup_sparse,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
UCF 101,2020-08-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Action Recognition'},
Researcher's Night,2019-10-27,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Blink estimation'},
"cifar-10, 10 Labels",2020-06-16,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Semi-Supervised Image Classification'},
VeRi-Wild Large,2021-02-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Vehicle Re-Identification'},
UBIRIS,2019-01-31,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Iris Segmentation'},
Rent3D++,2021-06-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Plan2Scene'},https://paperswithcode.com/dataset/rent3d-1
RenderPeople,2020-04-01,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'3D Object Reconstruction From A Single Image'},
Rel3D,2020-12-03,1,9,9,9,9.0,1,1.0,1.0,1.0,1,{'Spatial Relation Recognition'},https://paperswithcode.com/dataset/rel3d
UAVVaste,2021-05-12,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Object Detection'},https://paperswithcode.com/dataset/uavvaste
UASOL,2019-08-29,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Monocular Depth Estimation'},https://paperswithcode.com/dataset/uasol
comma.ai,2018-11-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Steering Control'},https://paperswithcode.com/dataset/comma-ai-1
custom,2020-11-10,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Traffic Accident Detection'},
Tsinghua-Tencent 100K,2018-06-20,1,3,3,3,3.0,1,1.0,1.0,1.0,1,{'Traffic Sign Recognition'},https://paperswithcode.com/dataset/tsinghua-tencent-100k
dog2cat,2019-07-25,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image-to-Image Translation'},
Red MiniImageNet 80% label noise,2021-04-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},
TrailerFaces,2019-04-10,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Video Generation'},
Sports10,2021-06-18,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},https://paperswithcode.com/dataset/sports10
cartpole.balance_sparse,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
"SHREC11, Split10-10",2020-06-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'3D Object Recognition'},
cartpole.balance,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Sintel 4D LFV,2020-12-05,1,4,4,4,4.0,1,1.0,1.0,1.0,4,"{'thebigfight2 - Disparity Estimation', 'ambushfight5 - Disparity Estimation', 'bamboo3 - Disparity Estimation', 'shaman2 - Disparity Estimation'}",https://paperswithcode.com/dataset/sintel-4d-lfv
SEN12MS-CR,2020-07-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Cloud Removal'},https://paperswithcode.com/dataset/sen12ms-cr
UDM10,2020-08-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'4x upscaling - Video Super-Resolution'},
Skeletics 152,2020-07-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Skeleton Based Action Recognition'},https://paperswithcode.com/dataset/skeletics-152-1
YouTube Dancing,2019-10-28,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Video-to-Video Synthesis'},
Skeleton-Mimetics,2020-07-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Skeleton Based Action Recognition'},https://paperswithcode.com/dataset/skeleton-mimetics
UCSD-Stills,2019-09-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'License Plate Recognition'},
SmartWatch,2017-07-12,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Hand Gesture Recognition'},
UCSD Ped2,2020-08-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Multimodal Activity Recognition'},https://paperswithcode.com/dataset/ucsd
SoftBioSearch,2018-09-24,1,3,3,3,3.0,1,1.0,1.0,1.0,1,{'Person Retrieval'},
SBCoseg,2021-03-19,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Semantic Segmentation'},https://paperswithcode.com/dataset/sbcoseg
Zebra and Horses,2021-02-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image-to-Image Translation'},
aPY,2019-04-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'0-Shot - Few-Shot Image Classification'},https://paperswithcode.com/dataset/apy
acrobot.swingup,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
SARS-COV-2,2021-07-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},
UCSD,2017-08-31,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Abnormal Event Detection In Video'},
SALICON->WebpageSaliency,2020-07-09,1,5,5,5,5.0,1,1.0,1.0,1.0,4,"{'10-shot  - Few-Shot Transfer Learning for Saliency Prediction', '1-shot - Few-Shot Transfer Learning for Saliency Prediction', '5-shot  - Few-Shot Transfer Learning for Saliency Prediction', 'EUB - Few-Shot Transfer Learning for Saliency Prediction'}",
australian,2020-11-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image/Document Clustering'},https://paperswithcode.com/dataset/australian
ball_in_cup.catch,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
SST,2021-05-15,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Out-of-Distribution Detection'},https://paperswithcode.com/dataset/sst
- Radiologist Binary Classification,2020-10-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{None},
PyBullet,2020-05-12,4,32,8,8,8.0,1,1.0,1.0,1.0,1,{'Continuous Control'},https://paperswithcode.com/dataset/pybullet
Cohn-Kanade,2017-01-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Facial Expression Recognition'},
CityFlow,2021-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Vehicle Re-Identification'},https://paperswithcode.com/dataset/cityflow
Cityscapes VIPriors subset,2020-09-14,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Semantic Segmentation'},https://paperswithcode.com/dataset/cityscapes-vipriors-subset
Citywalks,2019-09-26,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Multiple Object Forecasting'},
Clinical Admission Notes from MIMIC-III,2021-02-08,1,3,3,3,3.0,1,1.0,1.0,1.0,1,{'Medical Diagnosis'},https://paperswithcode.com/dataset/hospital-admission-notes-from-mimic-iii
Clip300 sigma15,2017-10-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Grayscale Image Denoising'},
Clip300 sigma25,2017-10-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Grayscale Image Denoising'},
Clip300 sigma35,2017-10-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Grayscale Image Denoising'},
Clip300 sigma50,2017-10-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Grayscale Image Denoising'},
Clip300 sigma60,2017-10-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Grayscale Image Denoising'},
Cluttered Omniglot,2018-03-26,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'One-Shot Segmentation'},https://paperswithcode.com/dataset/cluttered-omniglot
Color FERET,2018-10-26,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Face Recognition'},https://paperswithcode.com/dataset/color-feret
DIC-HeLa,2015-05-18,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Cell Segmentation'},
Con-Text,2020-01-14,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Fine-Grained Image Classification'},
ConvAI2,2020-10-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Dialog'},https://paperswithcode.com/dataset/convai2
Copel-AMR,2020-09-21,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Meter Reading'},https://paperswithcode.com/dataset/copel-amr-dataset
Coutrot Dataset 1,2019-06-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Scanpath prediction'},
Cube++,2020-06-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'3D Object Recognition'},https://paperswithcode.com/dataset/cube
Custom FINNgers,2021-05-26,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Hand Pose Estimation'},https://paperswithcode.com/dataset/custom-finngers
DEIC Benchmark,2020-03-31,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Small Data Image Classification'},https://paperswithcode.com/dataset/deic-benchmark
DENSE,2020-08-15,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Dehazing'},https://paperswithcode.com/dataset/dense
DF20,2021-03-18,1,30,30,30,30.0,1,1.0,1.0,1.0,2,"{'Fine-Grained Image Classification', 'Mini - Fine-Grained Image Classification'}",https://paperswithcode.com/dataset/df20
DFDC,2020-04-16,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'DeepFake Detection'},https://paperswithcode.com/dataset/dfdc
City Scene Dataset,2019-12-24,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Single-Image-Based Hdr Reconstruction'},
Circle,2020-07-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuously Indexed Domain Adaptation'},
CholecT50,2020-07-10,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Action Triplet Recognition'},https://paperswithcode.com/dataset/cholect50
ChineseLP,2019-09-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'License Plate Recognition'},
CapgMyo DB-b,2019-01-21,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Gesture Recognition'},
CapgMyo DB-c,2019-01-21,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Gesture Recognition'},
CarFlag-1532,2017-04-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Fine-Grained Image Classification'},
CarFlag-563,2017-04-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Fine-Grained Image Classification'},
CarFusion,2019-06-01,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'3D Pose Estimation', 'Vehicle Pose Estimation'}",https://paperswithcode.com/dataset/vehicle-pose-estimation
Cars-196,2021-06-21,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Compression'},
Cart-Pole Balancing,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Cart-Pole Balancing (limited sensors),2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Cart-Pole Balancing (noisy observations),2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Cart-Pole Balancing (system identifications),2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
"Cartpole, swingup (DMControl100k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
"Cartpole, swingup (DMControl500k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
ChaLean test,2018-04-19,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Hand Gesture Recognition'},
ChaLearn 2013,2018-11-17,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Gesture Recognition'},
Chalearn 2014,2017-12-29,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Gesture Recognition'},
ChangeSim,2021-03-09,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Scene Change Detection'},https://paperswithcode.com/dataset/changesim
"Cheetah, run (DMControl100k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
"Cheetah, run (DMControl500k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Chest X-Ray Images (Pneumonia),2020-09-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Medical Image Generation'},
ChestX-ray14,2020-10-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Medical Image Generation'},https://paperswithcode.com/dataset/chestx-ray14
Chinese License Plates,2018-06-27,1,3,3,3,3.0,1,1.0,1.0,1.0,1,{'License Plate Recognition'},
DFG traffic-sign dataset,2019-04-01,1,4,4,4,4.0,1,1.0,1.0,1.0,1,{'Traffic Sign Recognition'},
DID-MDN,2018-11-21,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Rain Removal'},
Caltech Cars,2019-09-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'License Plate Recognition'},
FIB-25 Whole Test,2017-09-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Brain Image Segmentation'},
EuroSAT,2021-03-18,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Image Classification'},https://paperswithcode.com/dataset/eurosat
Extended CMU Seasons,2021-03-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Localization'},
Extended TACO-1,2021-05-12,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Object Detection'},
Extended TACO-7,2021-05-12,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Object Detection'},
Extragalactic Planetary Nebulae,2020-03-23,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Object Detection'},
Eyeblink8,2019-10-27,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Blink estimation'},
FERG,2019-02-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Facial Expression Recognition'},https://paperswithcode.com/dataset/ferg
FFHQ 128 x 128,2021-03-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Generation'},
FFHQ 64x64,2020-12-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'4x upscaling - Image Denoising'},
FIB-25 Synaptic Sites,2017-09-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Brain Image Segmentation'},
FMA,2017-07-16,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Genre classification'},https://paperswithcode.com/dataset/fma
DIEM,2020-12-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Video Saliency Detection'},
FSS-1000 (1-shot),2021-04-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Few-Shot Semantic Segmentation'},
FSS-1000 (5-shot),2021-04-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Few-Shot Semantic Segmentation'},
FaceForensics,2019-01-25,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'DeepFake Detection'},https://paperswithcode.com/dataset/faceforensics
FairFace,2019-08-14,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Facial Attribute Classification'},https://paperswithcode.com/dataset/fairface
Faust,2018-06-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'3D Point Cloud Matching'},
Fewshot-CIFAR100,2020-12-13,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'1-Shot Learning - Few-Shot Image Classification', '5-Shot Learning - Few-Shot Image Classification'}",
"Finger, spin (DMControl100k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
"Finger, spin (DMControl500k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Pupil,2018-06-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Object Localization'},
FixaTons,2019-06-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Scanpath prediction'},https://paperswithcode.com/dataset/fixatons
Essays,2020-07-09,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Personality Trait Recognition'},https://paperswithcode.com/dataset/essays
EnglishLP,2019-09-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'License Plate Recognition'},
Endotect Polyp Segmentation Challenge Dataset,2020-12-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Medical Image Segmentation'},https://paperswithcode.com/dataset/endotect-polyp-segmentation
EmpatheticDialogues,2020-10-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Dialog'},https://paperswithcode.com/dataset/empatheticdialogues
DIODE,2020-07-13,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'Depth Estimation', 'Indoor Monocular Depth Estimation'}",https://paperswithcode.com/dataset/diode
DIR-LAB COPDgene,2021-06-14,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Registration'},https://paperswithcode.com/dataset/dir-lab-copdgene
DIV8K test,2020-05-26,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'16x upscaling - Image Super-Resolution'},
DRIONS-DB,2019-11-28,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Interactive Segmentation'},
DSD100,2020-11-14,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Audio Super-Resolution'},
DTD,2021-04-29,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},https://paperswithcode.com/dataset/dtd
DeepTrash,2021-05-05,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Object Detection'},https://paperswithcode.com/dataset/deeptrash
Dermatologist level dermoscopy skin cancer classification using different deep learning convolutional neural networks algorithms,2020-12-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Medical Image Denoising'},
Diabetic Retinopathy Debrecen Data Set,2021-01-10,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Diabetic Retinopathy Detection'},
Dialogue State Tracking Challenge,2021-04-16,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Deblurring'},https://paperswithcode.com/dataset/dialogue-state-tracking-challenge
Dosovitskiy Chairs,2021-05-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Novel View Synthesis'},
Double Inverted Pendulum,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Drinking Waste Classification,2021-05-12,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Object Detection'},https://paperswithcode.com/dataset/drinking-waste-classification
DroneDeploy,2020-12-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Semantic Segmentation'},https://paperswithcode.com/dataset/dronedeploy
ECCV HotOrNot,2018-03-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Facial Beauty Prediction'},
EMOrganelles,2020-12-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Electron Microscopy Image Segmentation'},
ETH3D,2021-03-25,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Dense Pixel Correspondence Estimation'},https://paperswithcode.com/dataset/eth3d
EURECOM,2020-02-10,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Face Recognition'},
EYEDIAP,2018-05-08,2,4,2,2,2.0,1,1.0,1.0,1.0,1,{'Gaze Estimation'},https://paperswithcode.com/dataset/eyediap
Edge-to-Clothes,2019-10-24,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Reconstruction'},
EmotionLines,2020-02-18,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Emotion Recognition in Conversation'},https://paperswithcode.com/dataset/emotionlines
Cam2BEV,2020-05-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Cross-View Image-to-Image Translation'},https://paperswithcode.com/dataset/cam2bev
CVC-VideoClinicDB,2019-11-16,1,4,4,4,4.0,1,1.0,1.0,1.0,1,{'Medical Image Segmentation'},
Fracture/Normal Shoulder Bone X-ray Images on MURA,2021-01-31,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Image Classification'},
ActionNet-VE,2017-08-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Action Recognition'},
ASU-Mayo Clinic dataset ,2019-11-16,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Medical Image Segmentation'},
AVSD,2019-06-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Scene-Aware Dialogue'},https://paperswithcode.com/dataset/avsd
AWA,2016-03-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'0-Shot - Few-Shot Image Classification'},
AWA1,2019-04-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'0-Shot - Few-Shot Image Classification'},
AWA2,2019-04-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'0-Shot - Few-Shot Image Classification'},
Aachen Day-Night,2019-12-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Camera Localization'},https://paperswithcode.com/dataset/aachen-day-night
Acrobot,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Acrobot (limited sensors),2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Acrobot (noisy observations),2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Acrobot (system identifications),2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Adobe Matting,2020-04-01,1,4,4,4,4.0,1,1.0,1.0,1.0,1,{'Image Matting'},
BDD,2019-12-23,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Semantic Segmentation'},
Amazon Product Data,2019-05-19,2,2,1,1,1.0,1,1.0,1.0,1.0,1,{'Domain Adaptation'},https://paperswithcode.com/dataset/amazon-product-data
Anatomical Tracings of Lesions After Stroke (ATLAS),2016-12-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Lesion Segmentation'},
Ant,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Ant + Gathering,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
ApolloCar3D,2020-07-26,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Autonomous Vehicle task'},https://paperswithcode.com/dataset/apollocar3d
Apolloscape Inpainting,2020-07-17,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Inpainting'},https://paperswithcode.com/dataset/apolloscape-inpainting
Apolloscape Trajectory,2018-11-06,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Trajectory Prediction'},https://paperswithcode.com/dataset/apolloscape-trajectory
Apples and Oranges,2021-02-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image-to-Image Translation'},
ArtDL,2020-10-06,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},https://paperswithcode.com/dataset/artdl
Autism,2019-11-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Action Recognition'},
ASLG-PC12,2020-04-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Sign Language Translation'},https://paperswithcode.com/dataset/aslg-pc12
ARL Polarimetric Thermal Face Dataset,2018-04-17,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'Multi-view Subspace Clustering', 'Image Clustering'}",
AQA-7,2018-12-15,1,3,3,3,3.0,1,1.0,1.0,1.0,1,{'Action Quality Assessment'},https://paperswithcode.com/dataset/aqa-7
AND Dataset,2020-09-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Handwriting Verification'},https://paperswithcode.com/dataset/and-dataset
1 Megapixel Automotive Detection Dataset,2020-09-28,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Event-based vision'},
200k Short Texts for Humor Detection,2014-11-18,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'No-Reference Image Quality Assessment'},
2015 MICCAI Polyp Detection,2020-06-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Medical Image Segmentation'},
25% ImageNet 128x128,2021-04-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Generation'},
2D Walker,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
2D-3D-S,2018-07-24,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'3D Face Animation'},https://paperswithcode.com/dataset/2d-3d-s
3D Platelet EM,2021-01-28,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'3D Semantic Segmentation', 'Electron Microscopy Image Segmentation'}",https://paperswithcode.com/dataset/3d-platelet-em
3DMatch (trained on KITTI),2021-05-21,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Point Cloud Registration'},
3R-Scan,2021-03-27,1,4,4,4,4.0,1,1.0,1.0,1.0,2,"{'3D Object Classification', 'Scene Graph Generation'}",
4,2019-03-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'4D Spatio Temporal Semantic Segmentation'},
4D Light Field Dataset,2020-02-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Depth Estimation'},https://paperswithcode.com/dataset/4d-light-field-dataset
A2Dre,2020-10-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Referring Expression Segmentation'},https://paperswithcode.com/dataset/a2d-referring-expressions
AAPM,2020-10-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Denoising'},
ACID,2021-04-15,1,3,3,3,3.0,1,1.0,1.0,1.0,1,{'Novel View Synthesis'},https://paperswithcode.com/dataset/acid
ADE-Indoor,2019-11-26,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Generation'},
ADE-Indoor Labels-to-Photo,2019-11-26,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image-to-Image Translation'},
AFAD,2019-01-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Age Estimation'},https://paperswithcode.com/dataset/afad
AIC-ICC,2021-03-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Captioning'},
AIRS,2019-12-19,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Semantic Segmentation'},https://paperswithcode.com/dataset/airs
AM-2k,2020-10-30,1,3,3,3,3.0,1,1.0,1.0,1.0,1,{'Image Matting'},https://paperswithcode.com/dataset/am-2k-1
AMD,2020-11-24,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Matting'},
BA,2020-11-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image/Document Clustering'},https://paperswithcode.com/dataset/ba
BDD100K val,2020-06-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Multiple Object Tracking'},
CUFED5,2019-03-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'4x upscaling - Image Super-Resolution'},
