dataset_label,paper,paper_label
DLR-ACD,https://identifiers.org/ito:ITO_51188,MRCNet: Crowd Counting and Density Map Estimation in Aerial and Ground Imagery
UCF-QNRF,https://identifiers.org/ito:ITO_28111,Multi-source Multi-scale Counting in Extremely Dense Crowd Images
UCF-QNRF,https://identifiers.org/ito:ITO_05532,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
UCF-QNRF,https://identifiers.org/ito:ITO_03924,Deep Residual Learning for Image Recognition
UCF-QNRF,https://identifiers.org/ito:ITO_15020,Densely Connected Convolutional Networks
UCF-QNRF,https://identifiers.org/ito:ITO_28117,"Composition Loss for Counting, Density Map Estimation and Localization in Dense Crowds"
UCF-QNRF,https://identifiers.org/ito:ITO_28078,Context-Aware Crowd Counting
UCF-QNRF,https://identifiers.org/ito:ITO_28072,Crowd Counting via Segmentation Guided Attention Networks and Curriculum Loss
UCF-QNRF,https://identifiers.org/ito:ITO_28074,Encoder-Decoder Based Convolutional Neural Networks with Multi-Scale-Aware Modules for Crowd Counting
UCF-QNRF,https://identifiers.org/ito:ITO_51183,Rethinking Spatial Invariance of Convolutional Networks for Object Counting
ShanghaiTech A,https://identifiers.org/ito:ITO_28100,Cross-Scene Crowd Counting via Deep Convolutional Neural Networks
ShanghaiTech A,https://identifiers.org/ito:ITO_28099,Single-Image Crowd Counting via Multi-Column Convolutional Neural Network
ShanghaiTech A,https://identifiers.org/ito:ITO_09288,CNN-based Cascaded Multi-task Learning of High-level Prior and Density Estimation for Crowd Counting
ShanghaiTech A,https://identifiers.org/ito:ITO_28095,Generating High-Quality Crowd Density Maps using Contextual Pyramid CNNs
ShanghaiTech A,https://identifiers.org/ito:ITO_28083,CSRNet: Dilated Convolutional Neural Networks for Understanding the Highly Congested Scenes
ShanghaiTech A,https://identifiers.org/ito:ITO_28081,Scale Aggregation Network for Accurate and Efficient Crowd Counting
ShanghaiTech A,https://identifiers.org/ito:ITO_28078,Context-Aware Crowd Counting
ShanghaiTech A,https://identifiers.org/ito:ITO_09284,From Open Set to Closed Set: Counting Objects by Spatial Divide-and-Conquer
ShanghaiTech A,https://identifiers.org/ito:ITO_28072,Crowd Counting via Segmentation Guided Attention Networks and Curriculum Loss
ShanghaiTech A,https://identifiers.org/ito:ITO_28074,Encoder-Decoder Based Convolutional Neural Networks with Multi-Scale-Aware Modules for Crowd Counting
ShanghaiTech A,https://identifiers.org/ito:ITO_51192,Rethinking Counting and Localization in Crowds:A Purely Point-Based Framework
ShanghaiTech A,https://identifiers.org/ito:ITO_51193,Learning Spatial Awareness to Improve Crowd Counting
Venice,https://identifiers.org/ito:ITO_28099,Single-Image Crowd Counting via Multi-Column Convolutional Neural Network
Venice,https://identifiers.org/ito:ITO_28097,Switching Convolutional Neural Network for Crowd Counting
Venice,https://identifiers.org/ito:ITO_28083,CSRNet: Dilated Convolutional Neural Networks for Understanding the Highly Congested Scenes
Venice,https://identifiers.org/ito:ITO_28078,Context-Aware Crowd Counting
WorldExpo’10,https://identifiers.org/ito:ITO_28100,Cross-Scene Crowd Counting via Deep Convolutional Neural Networks
WorldExpo’10,https://identifiers.org/ito:ITO_28099,Single-Image Crowd Counting via Multi-Column Convolutional Neural Network
WorldExpo’10,https://identifiers.org/ito:ITO_28095,Generating High-Quality Crowd Density Maps using Contextual Pyramid CNNs
WorldExpo’10,https://identifiers.org/ito:ITO_28083,CSRNet: Dilated Convolutional Neural Networks for Understanding the Highly Congested Scenes
WorldExpo’10,https://identifiers.org/ito:ITO_28090,Crowd Counting via Adversarial Cross-Scale Consistency Pursuit
WorldExpo’10,https://identifiers.org/ito:ITO_28078,Context-Aware Crowd Counting
ShanghaiTech B,https://identifiers.org/ito:ITO_28100,Cross-Scene Crowd Counting via Deep Convolutional Neural Networks
ShanghaiTech B,https://identifiers.org/ito:ITO_28099,Single-Image Crowd Counting via Multi-Column Convolutional Neural Network
ShanghaiTech B,https://identifiers.org/ito:ITO_09288,CNN-based Cascaded Multi-task Learning of High-level Prior and Density Estimation for Crowd Counting
ShanghaiTech B,https://identifiers.org/ito:ITO_28083,CSRNet: Dilated Convolutional Neural Networks for Understanding the Highly Congested Scenes
ShanghaiTech B,https://identifiers.org/ito:ITO_28081,Scale Aggregation Network for Accurate and Efficient Crowd Counting
ShanghaiTech B,https://identifiers.org/ito:ITO_28078,Context-Aware Crowd Counting
ShanghaiTech B,https://identifiers.org/ito:ITO_09284,From Open Set to Closed Set: Counting Objects by Spatial Divide-and-Conquer
ShanghaiTech B,https://identifiers.org/ito:ITO_51193,Learning Spatial Awareness to Improve Crowd Counting
ShanghaiTech B,https://identifiers.org/ito:ITO_28072,Crowd Counting via Segmentation Guided Attention Networks and Curriculum Loss
ShanghaiTech B,https://identifiers.org/ito:ITO_51183,Rethinking Spatial Invariance of Convolutional Networks for Object Counting
UCF CC 50,https://identifiers.org/ito:ITO_28111,Multi-source Multi-scale Counting in Extremely Dense Crowd Images
UCF CC 50,https://identifiers.org/ito:ITO_28099,Single-Image Crowd Counting via Multi-Column Convolutional Neural Network
UCF CC 50,https://identifiers.org/ito:ITO_09288,CNN-based Cascaded Multi-task Learning of High-level Prior and Density Estimation for Crowd Counting
UCF CC 50,https://identifiers.org/ito:ITO_28095,Generating High-Quality Crowd Density Maps using Contextual Pyramid CNNs
UCF CC 50,https://identifiers.org/ito:ITO_28083,CSRNet: Dilated Convolutional Neural Networks for Understanding the Highly Congested Scenes
UCF CC 50,https://identifiers.org/ito:ITO_28085,Iterative Crowd Counting
UCF CC 50,https://identifiers.org/ito:ITO_28081,Scale Aggregation Network for Accurate and Efficient Crowd Counting
UCF CC 50,https://identifiers.org/ito:ITO_28078,Context-Aware Crowd Counting
UCF CC 50,https://identifiers.org/ito:ITO_28074,Encoder-Decoder Based Convolutional Neural Networks with Multi-Scale-Aware Modules for Crowd Counting
CASIA-MFSD,https://identifiers.org/ito:ITO_03665,Learn Convolutional Neural Network for Face Anti-Spoofing
CASIA-MFSD,https://identifiers.org/ito:ITO_18225,Improving Face Anti-Spoofing by 3D Virtual Synthesis
Replay-Attack,https://identifiers.org/ito:ITO_03665,Learn Convolutional Neural Network for Face Anti-Spoofing
Replay-Attack,https://identifiers.org/ito:ITO_03678,face anti-spoofing based on color texture analysis
Replay-Attack,https://identifiers.org/ito:ITO_18225,Improving Face Anti-Spoofing by 3D Virtual Synthesis
OULU-NPU,https://identifiers.org/ito:ITO_42457,Generalizable Method for Face Anti-Spoofing with Semi-Supervised Learning
OULU-NPU,https://identifiers.org/ito:ITO_42465,Searching Central Difference Convolutional Networks for Face Anti-Spoofing
OULU-NPU,https://identifiers.org/ito:ITO_42463,A-DeepPixBis: Attentional Angular Margin for Face Anti-Spoofing
OULU-NPU,https://identifiers.org/ito:ITO_42461,Bi-FPNFAS: Bi-Directional Feature Pyramid Network for Pixel-Wise Face Anti-Spoofing by Leveraging Fourier Spectra
MSU-MFSD,https://identifiers.org/ito:ITO_03678,face anti-spoofing based on color texture analysis
MSU-MFSD,https://identifiers.org/ito:ITO_03676,Learning Generalizable and Identity-Discriminative Representations for Face Anti-Spoofing
MLFP,https://identifiers.org/ito:ITO_18234,Learning One Class Representations for Face Presentation Attack Detection using Multi-channel Convolutional Neural Networks
DFDC,https://identifiers.org/ito:ITO_59844,Combining EfficientNet and Vision Transformers for Video Deepfake Detection
DFDC,https://identifiers.org/ito:ITO_38935,Video Face Manipulation Detection Through Ensemble of CNNs
FaceForensics,https://identifiers.org/ito:ITO_16008,FaceForensics++: Learning to Detect Manipulated Facial Images
FaceForensics++,https://identifiers.org/ito:ITO_38935,Video Face Manipulation Detection Through Ensemble of CNNs
CUHK - Blur Detection Dataset,https://identifiers.org/ito:ITO_38872,Defocus Blur Detection via Multi-Stream Bottom-Top-Bottom Fully Convolutional Network
CUHK - Blur Detection Dataset,https://identifiers.org/ito:ITO_38870,Enhancing Diversity of Defocus Blur Detectors via Cross-Ensemble Network
CUHK - Blur Detection Dataset,https://identifiers.org/ito:ITO_38874,DeFusionNET: Defocus Blur Detection via Recurrently Fusing and Refining Multi-Scale Deep Features
CUHK - Blur Detection Dataset,https://identifiers.org/ito:ITO_15927,A Unified Approach of Multi-scale Deep and Hand-crafted Features for Defocus Estimation
CUHK - Blur Detection Dataset,https://identifiers.org/ito:ITO_38867,Deep Defocus Map Estimation Using Domain Adaptation
KITTI,https://identifiers.org/ito:ITO_46787,DehazeNet: An End-to-End System for Single Image Haze Removal
KITTI,https://identifiers.org/ito:ITO_22779,Gated Context Aggregation Network for Image Dehazing and Deraining
KITTI,https://identifiers.org/ito:ITO_12985,FFA-Net: Feature Fusion Attention Network for Single Image Dehazing
SOTS Indoor,https://identifiers.org/ito:ITO_46806,AOD-Net: All-In-One Dehazing Network
SOTS Indoor,https://identifiers.org/ito:ITO_46804,Gated Fusion Network for Single Image Dehazing
SOTS Indoor,https://identifiers.org/ito:ITO_22779,Gated Context Aggregation Network for Image Dehazing and Deraining
SOTS Indoor,https://identifiers.org/ito:ITO_22775,GridDehazeNet: Attention-Based Multi-Scale Network for Image Dehazing
SOTS Indoor,https://identifiers.org/ito:ITO_12985,FFA-Net: Feature Fusion Attention Network for Single Image Dehazing
SOTS Indoor,https://identifiers.org/ito:ITO_46797,Contrastive Learning for Compact Single Image Dehazing
SOTS Indoor,https://identifiers.org/ito:ITO_46794,Perceiving and Modeling Density is All You Need for Image Dehazing
SOTS Indoor,https://identifiers.org/ito:ITO_46792,Vision Transformers for Single Image Dehazing
RESIDE,https://identifiers.org/ito:ITO_22807,LCA-Net: Light Convolutional Autoencoder for Image Dehazing
SOTS Outdoor,https://identifiers.org/ito:ITO_46806,AOD-Net: All-In-One Dehazing Network
SOTS Outdoor,https://identifiers.org/ito:ITO_22823,Generic Model-Agnostic Convolutional Neural Network for Single Image Dehazing
SOTS Outdoor,https://identifiers.org/ito:ITO_22775,GridDehazeNet: Attention-Based Multi-Scale Network for Image Dehazing
SOTS Outdoor,https://identifiers.org/ito:ITO_12985,FFA-Net: Feature Fusion Attention Network for Single Image Dehazing
SOTS Outdoor,https://identifiers.org/ito:ITO_42234,MAXIM: Multi-Axis MLP for Image Processing
SOTS Outdoor,https://identifiers.org/ito:ITO_46792,Vision Transformers for Single Image Dehazing
SOTS Outdoor,https://identifiers.org/ito:ITO_22830,Deep-Energy: Unsupervised Training of Deep Neural Networks
I-Haze,https://identifiers.org/ito:ITO_22811,Single image dehazing for a variety of haze scenarios using back projected pyramid network
I-Haze,https://identifiers.org/ito:ITO_46812,A Novel Encoder-Decoder Network with Guided Transmission Map for Single Image Dehazing
O-Haze,https://identifiers.org/ito:ITO_22818,Cycle-Dehaze: Enhanced CycleGAN for Single Image Dehazing
O-Haze,https://identifiers.org/ito:ITO_22816,Feature Forwarding for Efficient Single Image Dehazing
O-Haze,https://identifiers.org/ito:ITO_22811,Single image dehazing for a variety of haze scenarios using back projected pyramid network
Dense-Haze,https://identifiers.org/ito:ITO_22811,Single image dehazing for a variety of haze scenarios using back projected pyramid network
Haze4k,https://identifiers.org/ito:ITO_46818,From Synthetic to Real: Image Dehazing Collaborating with Unlabeled Real Data
Haze4k,https://identifiers.org/ito:ITO_46794,Perceiving and Modeling Density is All You Need for Image Dehazing
PASCAL VOC 2007,https://identifiers.org/ito:ITO_13099,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks
PASCAL VOC 2007,https://identifiers.org/ito:ITO_14021,R-FCN: Object Detection via Region-based Fully Convolutional Networks
PASCAL VOC 2007,https://identifiers.org/ito:ITO_14018,BlitzNet: A Real-Time Deep Network for Scene Understanding
PASCAL VOC 2007,https://identifiers.org/ito:ITO_13103,"You Only Look Once: Unified, Real-Time Object Detection"
COCO,https://identifiers.org/ito:ITO_29954,End-to-End Object Detection with Transformers
COCO,https://identifiers.org/ito:ITO_35633,Deformable DETR: Deformable Transformers for End-to-End Object Detection
COCO,https://identifiers.org/ito:ITO_46845,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
COCO,https://identifiers.org/ito:ITO_35615,You Only Learn One Representation: Unified Network for Multiple Tasks
COCO,https://identifiers.org/ito:ITO_46836,CBNetV2: A Composite Backbone Network Architecture for Object Detection
COCO,https://identifiers.org/ito:ITO_44235,A ConvNet for the 2020s
COCO,https://identifiers.org/ito:ITO_46823,YOLOv7: Trainable bag-of-freebies sets new state-of-the-art for real-time object detectors
COCO,https://identifiers.org/ito:ITO_46853,PP-YOLOv2: A Practical Object Detector
COCO,https://identifiers.org/ito:ITO_46851,YOLOX: Exceeding YOLO Series in 2021
COCO,https://identifiers.org/ito:ITO_46841,PP-YOLOE: An evolved version of YOLO
"Argoverse-HD (Detection-Only, Test)",https://identifiers.org/ito:ITO_46875,Towards Streaming Perception
"Argoverse-HD (Detection-Only, Test)",https://identifiers.org/ito:ITO_46873,Adaptive Streaming Perception using Deep Reinforcement Learning
"Argoverse-HD (Detection-Only, Test)",https://identifiers.org/ito:ITO_46851,YOLOX: Exceeding YOLO Series in 2021
"Argoverse-HD (Full-Stack, Val)",https://identifiers.org/ito:ITO_46875,Towards Streaming Perception
"Argoverse-HD (Full-Stack, Val)",https://identifiers.org/ito:ITO_46873,Adaptive Streaming Perception using Deep Reinforcement Learning
"Argoverse-HD (Full-Stack, Val)",https://identifiers.org/ito:ITO_46880,Real-time Object Detection for Streaming Perception
COCO minival,https://identifiers.org/ito:ITO_05657,Mask R-CNN
"Argoverse-HD (Detection-Only, Val)",https://identifiers.org/ito:ITO_46875,Towards Streaming Perception
"Argoverse-HD (Detection-Only, Val)",https://identifiers.org/ito:ITO_46851,YOLOX: Exceeding YOLO Series in 2021
"Argoverse-HD (Full-Stack, Test)",https://identifiers.org/ito:ITO_46873,Adaptive Streaming Perception using Deep Reinforcement Learning
RESIDE,https://identifiers.org/ito:ITO_46888,Lower Bound on Transmission Using Non-Linear Bounding Function in Single Image Dehazing
Darmstadt Noise Dataset,https://identifiers.org/ito:ITO_03001,Trainable Nonlinear Reaction Diffusion: A Flexible Framework for Fast and Effective Image Restoration
Darmstadt Noise Dataset,https://identifiers.org/ito:ITO_13142,Multi-channel Weighted Nuclear Norm Minimization for Real Color Image Denoising
Darmstadt Noise Dataset,https://identifiers.org/ito:ITO_13138,A Trilateral Weighted Sparse Coding Scheme for Real-World Image Denoising
Darmstadt Noise Dataset,https://identifiers.org/ito:ITO_13136,When AWGN-based Denoiser Meets Real Noises
iris,https://identifiers.org/ito:ITO_45647,RH-Net: Improving Neural Relation Extraction via Reinforcement Learning and Hierarchical Relational Searching
